[Wed Jun 10 03:13:17 CST 2026] train rslora_vanilla variant=rslora mode=vanilla steps=100
 Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s] Loading checkpoint shards:  50%|█████     | 3/6 [00:00<00:00, 13.95it/s] Loading checkpoint shards:  83%|████████▎ | 5/6 [00:00<00:00, 13.86it/s] Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 15.05it/s]
{"task": "boolq", "id": "533", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2973", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "786", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1095", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1820", "gold": "yes", "pred": "no", "correct": false}
{"task": "boolq", "id": "57", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "905", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2540", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1863", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "101", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "433", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "351", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2908", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2040", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1725", "gold": "no", "pred": "yes", "correct": false}
{"task": "boolq", "id": "80", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2099", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2570", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3007", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1766", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1470", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3157", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "235", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "842", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "3207", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "144", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "2413", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1511", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2694", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "704", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2543", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "884", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3011", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1485", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2316", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "3112", "gold": "no", "pred": "no", "correct": true}
{"task": "boolq", "id": "1510", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2343", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "1152", "gold": "yes", "pred": "yes", "correct": true}
{"task": "boolq", "id": "2705", "gold": "yes", "pred": "no", "correct": false}
{
  "mmlu_pro": {
    "accuracy": 0.38,
    "n": 50,
    "seconds": 110.90347862243652,
    "peak_mem_gb": 15.518786430358887
  },
  "pubmedqa": {
    "accuracy": 0.72,
    "n": 50,
    "seconds": 113.5665602684021,
    "peak_mem_gb": 15.464925765991211
  },
  "ceval_computer_network": {
    "accuracy": 0.58,
    "n": 50,
    "seconds": 98.42521262168884,
    "peak_mem_gb": 15.136326789855957
  },
  "sciq": {
    "accuracy": 0.9,
    "n": 50,
    "seconds": 98.31834864616394,
    "peak_mem_gb": 15.113064765930176
  },
  "winogrande": {
    "accuracy": 0.72,
    "n": 50,
    "seconds": 97.71260476112366,
    "peak_mem_gb": 15.082751750946045
  },
  "commonsenseqa": {
    "accuracy": 0.88,
    "n": 50,
    "seconds": 96.91209030151367,
    "peak_mem_gb": 15.102753639221191
  },
  "arc_challenge": {
    "accuracy": 0.9,
    "n": 50,
    "seconds": 97.47516918182373,
    "peak_mem_gb": 15.137755393981934
  },
  "hellaswag": {
    "accuracy": 0.72,
    "n": 50,
    "seconds": 100.02765917778015,
    "peak_mem_gb": 15.248215198516846
  },
  "boolq": {
    "accuracy": 0.9,
    "n": 50,
    "seconds": 99.9228789806366,
    "peak_mem_gb": 15.330631256103516
  }
}
[Wed Jun 10 05:20:36 CST 2026] train nara_choice_noise variant=nara mode=choice_noise steps=150
Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 169.16it/s]
gradient_checkpointing skipped: LLaDAModelLM does not support gradient checkpointing.
trainable params: 10,666,816 || all params: 8,026,248,000 || trainable%: 0.1329
{"step": 1, "loss": 0.004685558378696442, "choice_loss": 0.0005062728887423873, "denoise_loss": 0.027861902490258217, "consistency_loss": 0.0}
{"step": 10, "loss": 0.4702707529067993, "choice_loss": 0.4077858328819275, "denoise_loss": 0.41627824306488037, "consistency_loss": 0.0008635073900222778}
{"step": 20, "loss": 0.06600668281316757, "choice_loss": 0.05687905475497246, "denoise_loss": 0.06084876134991646, "consistency_loss": 6.2075446294329595e-06}
{"step": 30, "loss": 0.8397811651229858, "choice_loss": 0.7276304960250854, "denoise_loss": 0.7475086450576782, "consistency_loss": 0.0004880120977759361}
{"step": 40, "loss": 0.011600097641348839, "choice_loss": 0.009704729542136192, "denoise_loss": 0.012635411694645882, "consistency_loss": 1.1222437024116516e-06}
{"step": 50, "loss": 1.9803892374038696, "choice_loss": 1.716407299041748, "denoise_loss": 1.7597527503967285, "consistency_loss": 0.0003788769245147705}
{"step": 60, "loss": 0.003294419962912798, "choice_loss": 0.002255454659461975, "denoise_loss": 0.006925683468580246, "consistency_loss": 2.255546860396862e-06}
{"step": 70, "loss": 0.002156028524041176, "choice_loss": 0.0017371561843901873, "denoise_loss": 0.0027922051958739758, "consistency_loss": 8.281494956463575e-07}
{"step": 80, "loss": 0.05966015160083771, "choice_loss": 0.051294706761837006, "denoise_loss": 0.05576625093817711, "consistency_loss": 1.0103452950716019e-05}
{"step": 90, "loss": 1.4925825595855713, "choice_loss": 1.2972569465637207, "denoise_loss": 1.3021562099456787, "consistency_loss": 4.310403164708987e-05}
{"step": 100, "loss": 0.00130050303414464, "choice_loss": 0.0009132608538493514, "denoise_loss": 0.002580402884632349, "consistency_loss": 3.6349520087242126e-06}
{"step": 110, "loss": 0.09568348526954651, "choice_loss": 0.08270395547151566, "denoise_loss": 0.08652359247207642, "consistency_loss": 1.987665928027127e-05}
{"step": 120, "loss": 0.7086325287818909, "choice_loss": 0.6157737374305725, "denoise_loss": 0.6188976168632507, "consistency_loss": 0.00048306863754987717}
{"step": 130, "loss": 0.12159400433301926, "choice_loss": 0.10429531335830688, "denoise_loss": 0.11530506610870361, "consistency_loss": 5.857010182808153e-05}
{"step": 140, "loss": 0.0005552490474656224, "choice_loss": 5.149708886165172e-05, "denoise_loss": 0.0033583464100956917, "consistency_loss": 0.0}
{"step": 150, "loss": 0.002263654489070177, "choice_loss": 0.0015043022576719522, "denoise_loss": 0.005062262061983347, "consistency_loss": 2.560438758791861e-07}
[Wed Jun 10 05:27:34 CST 2026] eval nara_choice_noise
Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 6/6 [00:00<00:00, 160.38it/s]
{"task": "mmlu_pro", "id": "4888", "gold": "H", "pred": "H", "correct": true}
{"task": "mmlu_pro", "id": "1458", "gold": "C", "pred": "I", "correct": false}
{"task": "mmlu_pro", "id": "351", "gold": "H", "pred": "H", "correct": true}
{"task": "mmlu_pro", "id": "9891", "gold": "I", "pred": "I", "correct": true}
{"task": "mmlu_pro", "id": "5167", "gold": "B", "pred": "B", "correct": true}
{"task": "mmlu_pro", "id": "7112", "gold": "G", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "6376", "gold": "E", "pred": "E", "correct": true}
{"task": "mmlu_pro", "id": "8872", "gold": "A", "pred": "C", "correct": false}
{"task": "mmlu_pro", "id": "6026", "gold": "A", "pred": "F", "correct": false}
{"task": "mmlu_pro", "id": "2234", "gold": "C", "pred": "I", "correct": false}
{"task": "mmlu_pro", "id": "12119", "gold": "F", "pred": "F", "correct": true}
{"task": "mmlu_pro", "id": "3266", "gold": "J", "pred": "B", "correct": false}
{"task": "mmlu_pro", "id": "4512", "gold": "D", "pred": "D", "correct": true}
{"task": "mmlu_pro", "id": "7463", "gold": "D", "pred": "D", "correct": true}
{"task": "mmlu_pro", "id": "302", "gold": "H", "pred": "H", "correct": true}
{"task": "mmlu_pro", "id": "3744", "gold": "A", "pred": "I", "correct": false}
{"task": "mmlu_pro", "id": "10362", "gold": "A", "pred": "C", "correct": false}
{"task": "mmlu_pro", "id": "7638", "gold": "E", "pred": "E", "correct": true}
{"task": "mmlu_pro", "id": "479", "gold": "B", "pred": "D", "correct": false}
{"task": "mmlu_pro", "id": "1830", "gold": "I", "pred": "A", "correct": false}
{"task": "mmlu_pro", "id": "1496", "gold": "C", "pred": "D", "correct": false}
{"task": "mmlu_pro", "id": "11856", "gold": "I", "pred": "I", "correct": true}
{"task": "mmlu_pro", "id": "8350", "gold": "I", "pred": "I", "correct": true}
{"task": "mmlu_pro", "id": "7071", "gold": "F", "pred": "E", "correct": false}
{"task": "mmlu_pro", "id": "393", "gold": "J", "pred": "J", "correct": true}
{"task": "mmlu_pro", "id": "8585", "gold": "C", "pred": "E", "correct": false}
{"task": "mmlu_pro", "id": "10488", "gold": "D", "pred": "D", "correct": true}
{"task": "mmlu_pro", "id": "12254", "gold": "F", "pred": "F", "correct": true}
{"task": "mmlu_pro", "id": "7239", "gold": "F", "pred": "F", "correct": true}
{"task": "mmlu_pro", "id": "6041", "gold": "B", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "1021", "gold": "E", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "3489", "gold": "I", "pred": "I", "correct": true}
{"task": "mmlu_pro", "id": "654", "gold": "A", "pred": "D", "correct": false}
{"task": "mmlu_pro", "id": "9843", "gold": "A", "pred": "J", "correct": false}
{"task": "mmlu_pro", "id": "6209", "gold": "I", "pred": "I", "correct": true}
{"task": "mmlu_pro", "id": "10994", "gold": "E", "pred": "B", "correct": false}
{"task": "mmlu_pro", "id": "2934", "gold": "F", "pred": "A", "correct": false}
{"task": "mmlu_pro", "id": "10376", "gold": "A", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "3660", "gold": "B", "pred": "F", "correct": false}
{"task": "mmlu_pro", "id": "6104", "gold": "I", "pred": "B", "correct": false}
{"task": "mmlu_pro", "id": "9454", "gold": "I", "pred": "D", "correct": false}
{"task": "mmlu_pro", "id": "6202", "gold": "F", "pred": "G", "correct": false}
{"task": "mmlu_pro", "id": "9561", "gold": "F", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "4740", "gold": "C", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "11039", "gold": "D", "pred": "J", "correct": false}
{"task": "mmlu_pro", "id": "5292", "gold": "C", "pred": "A", "correct": false}
{"task": "mmlu_pro", "id": "9576", "gold": "B", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "1495", "gold": "D", "pred": "H", "correct": false}
{"task": "mmlu_pro", "id": "7950", "gold": "C", "pred": "I", "correct": false}
{"task": "mmlu_pro", "id": "3028", "gold": "D", "pred": "D", "correct": true}
{"task": "pubmedqa", "id": "24098953", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "25103647", "gold": "maybe", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "23972333", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "10759659", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "21880023", "gold": "no", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "14627582", "gold": "no", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "22427593", "gold": "maybe", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "17096624", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "20497146", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "15939071", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "17259061", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "21346501", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "26818046", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "26548832", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "25311479", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "23088164", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "18714572", "gold": "maybe", "pred": "no", "correct": false}
{"task": "pubmedqa", "id": "14551704", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "20353735", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "24866606", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "22236315", "gold": "no", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "12970636", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "10490564", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "9722752", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "10966943", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "27217036", "gold": "yes", "pred": "no", "correct": false}
{"task": "pubmedqa", "id": "19757704", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "24599411", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "19419587", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "10158597", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "19394934", "gold": "yes", "pred": "no", "correct": false}
{"task": "pubmedqa", "id": "14976655", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "26175531", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "12790890", "gold": "maybe", "pred": "no", "correct": false}
{"task": "pubmedqa", "id": "14631523", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "15879722", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "18319270", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "14612308", "gold": "no", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "25488308", "gold": "no", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "18802997", "gold": "maybe", "pred": "yes", "correct": false}
{"task": "pubmedqa", "id": "8847047", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "25255719", "gold": "yes", "pred": "no", "correct": false}
{"task": "pubmedqa", "id": "19852337", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "2503176", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "25156467", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "26485091", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "10456814", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "23449952", "gold": "no", "pred": "no", "correct": true}
{"task": "pubmedqa", "id": "18948835", "gold": "yes", "pred": "yes", "correct": true}
{"task": "pubmedqa", "id": "17089900", "gold": "yes", "pred": "yes", "correct": true}
{"task": "ceval_computer_network", "id": "74", "gold": "B", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "21", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "4", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "151", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "78", "gold": "D", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "108", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "97", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "135", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "91", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "33", "gold": "A", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "49", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "68", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "113", "gold": "D", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "3", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "56", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "116", "gold": "B", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "6", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "27", "gold": "C", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "169", "gold": "D", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "127", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "107", "gold": "D", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "5", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "131", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "110", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "162", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "14", "gold": "B", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "52", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "9", "gold": "D", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "94", "gold": "B", "pred": "C", "correct": false}
{"task": "ceval_computer_network", "id": "44", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "55", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "92", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "142", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "72", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "80", "gold": "D", "pred": "D", "correct": true}
{"task": "ceval_computer_network", "id": "152", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "121", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "45", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "123", "gold": "B", "pred": "B", "correct": true}
{"task": "ceval_computer_network", "id": "114", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "41", "gold": "A", "pred": "A", "correct": true}
{"task": "ceval_computer_network", "id": "46", "gold": "C", "pred": "C", "correct": true}
{"task": "ceval_computer_network", "id": "133", "gold": "D", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "82", "gold": "D", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "86", "gold": "A", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "104", "gold": "A", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "66", "gold": "B", "pred": "D", "correct": false}
{"task": "ceval_computer_network", "id": "25", "gold": "B", "pred": "A", "correct": false}
{"task": "ceval_computer_network", "id": "170", "gold": "A", "pred": "B", "correct": false}
{"task": "ceval_computer_network", "id": "145", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "947", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "798", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "971", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "296", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "913", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "849", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "85", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "17", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "606", "gold": "B", "pred": "D", "correct": false}
{"task": "sciq", "id": "314", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "433", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "388", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "542", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "366", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "133", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "743", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "196", "gold": "C", "pred": "A", "correct": false}
{"task": "sciq", "id": "273", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "455", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "14", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "226", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "635", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "465", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "923", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "25", "gold": "C", "pred": "D", "correct": false}
{"task": "sciq", "id": "108", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "87", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "727", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "510", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "431", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "20", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "524", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "642", "gold": "A", "pred": "B", "correct": false}
{"task": "sciq", "id": "751", "gold": "D", "pred": "A", "correct": false}
{"task": "sciq", "id": "441", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "367", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "789", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "58", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "210", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "801", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "36", "gold": "B", "pred": "D", "correct": false}
{"task": "sciq", "id": "603", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "377", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "673", "gold": "D", "pred": "D", "correct": true}
{"task": "sciq", "id": "176", "gold": "A", "pred": "A", "correct": true}
{"task": "sciq", "id": "221", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "994", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "752", "gold": "B", "pred": "B", "correct": true}
{"task": "sciq", "id": "371", "gold": "C", "pred": "C", "correct": true}
{"task": "sciq", "id": "579", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "593", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "171", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "34", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1212", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "628", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "867", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "776", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1085", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "733", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "266", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "393", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "547", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "910", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "28", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "452", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "931", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "50", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "216", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "175", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1020", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "862", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "40", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1049", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "883", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "735", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "117", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "421", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "72", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1206", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "755", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "352", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "442", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "742", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1158", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1171", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "576", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "643", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1173", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "970", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "363", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "989", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "1209", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "916", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "335", "gold": "A", "pred": "A", "correct": true}
{"task": "winogrande", "id": "372", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "365", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "1092", "gold": "B", "pred": "A", "correct": false}
{"task": "winogrande", "id": "662", "gold": "A", "pred": "B", "correct": false}
{"task": "winogrande", "id": "1065", "gold": "B", "pred": "B", "correct": true}
{"task": "winogrande", "id": "400", "gold": "B", "pred": "B", "correct": true}
{"task": "commonsenseqa", "id": "8b25332de2894ab38784235838d38cec", "gold": "E", "pred": "E", "correct": true}
{"task": "commonsenseqa", "id": "8ea5720718c0e122efa6277edb511569", "gold": "D", "pred": "D", "correct": true}
{"task": "commonsenseqa", "id": "4acd496cc78d96c2431279a5fd87de7c", "gold": "E", "pred": "E", "correct": true}
